"Tissue","Quantile","Signature","Scale","Value"
"GBM","80%","SBS28","exome",NA
"GBM","85%","SBS28","exome",NA
"GBM","90%","SBS28","exome",NA
"GBM","95%","SBS28","exome",NA
"GBM","5%","SBS29","genome",NA
"GBM","10%","SBS29","genome",NA
"GBM","15%","SBS29","genome",NA
"GBM","20%","SBS29","genome",NA
"GBM","25%","SBS29","genome",NA
"GBM","30%","SBS29","genome",NA
"GBM","35%","SBS29","genome",NA
"GBM","40%","SBS29","genome",NA
"GBM","45%","SBS29","genome",NA
"GBM","50%","SBS29","genome",NA
"GBM","55%","SBS29","genome",NA
"GBM","60%","SBS29","genome",NA
"GBM","65%","SBS29","genome",NA
"GBM","70%","SBS29","genome",NA
"GBM","75%","SBS29","genome",NA
"GBM","80%","SBS29","genome",NA
"GBM","85%","SBS29","genome",NA
"GBM","90%","SBS29","genome",NA
"GBM","95%","SBS29","genome",NA
"GBM","5%","SBS29","exome",NA
"GBM","10%","SBS29","exome",NA
"GBM","15%","SBS29","exome",NA
"GBM","20%","SBS29","exome",NA
"GBM","25%","SBS29","exome",NA
"GBM","30%","SBS29","exome",NA
"GBM","35%","SBS29","exome",NA
"GBM","40%","SBS29","exome",NA
"GBM","45%","SBS29","exome",NA
"GBM","50%","SBS29","exome",NA
"GBM","55%","SBS29","exome",NA
"GBM","60%","SBS29","exome",NA
"GBM","65%","SBS29","exome",NA
"GBM","70%","SBS29","exome",NA
"GBM","75%","SBS29","exome",NA
"GBM","80%","SBS29","exome",NA
"GBM","85%","SBS29","exome",NA
"GBM","90%","SBS29","exome",NA
"GBM","95%","SBS29","exome",NA
"GBM","5%","SBS30","genome",13.8
"GBM","10%","SBS30","genome",13.8
"GBM","15%","SBS30","genome",13.8
"GBM","20%","SBS30","genome",13.8
"GBM","25%","SBS30","genome",13.8
"GBM","30%","SBS30","genome",13.8
"GBM","35%","SBS30","genome",13.8
"GBM","40%","SBS30","genome",13.8
"GBM","45%","SBS30","genome",13.8
"GBM","50%","SBS30","genome",13.8
"GBM","55%","SBS30","genome",13.8
"GBM","60%","SBS30","genome",13.8
"GBM","65%","SBS30","genome",13.8
"GBM","70%","SBS30","genome",13.8
"GBM","75%","SBS30","genome",13.8
"GBM","80%","SBS30","genome",13.8
"GBM","85%","SBS30","genome",13.8
"GBM","90%","SBS30","genome",13.8
"GBM","95%","SBS30","genome",13.8
"GBM","5%","SBS30","exome",0.225
"GBM","10%","SBS30","exome",0.24
"GBM","15%","SBS30","exome",0.24
"GBM","20%","SBS30","exome",0.26
"GBM","25%","SBS30","exome",0.26
"GBM","30%","SBS30","exome",0.26
"GBM","35%","SBS30","exome",0.275
"GBM","40%","SBS30","exome",0.28
"GBM","45%","SBS30","exome",0.3
"GBM","50%","SBS30","exome",0.31
"GBM","55%","SBS30","exome",0.335
"GBM","60%","SBS30","exome",0.38
"GBM","65%","SBS30","exome",0.385
"GBM","70%","SBS30","exome",0.4
"GBM","75%","SBS30","exome",0.475
"GBM","80%","SBS30","exome",0.5
"GBM","85%","SBS30","exome",0.57
"GBM","90%","SBS30","exome",0.69
"GBM","95%","SBS30","exome",0.81
"GBM","5%","SBS31","genome",NA
"GBM","10%","SBS31","genome",NA
"GBM","15%","SBS31","genome",NA
"GBM","20%","SBS31","genome",NA
"GBM","25%","SBS31","genome",NA
"GBM","30%","SBS31","genome",NA
"GBM","35%","SBS31","genome",NA
"GBM","40%","SBS31","genome",NA
"GBM","45%","SBS31","genome",NA
"GBM","50%","SBS31","genome",NA
"GBM","55%","SBS31","genome",NA
"GBM","60%","SBS31","genome",NA
"GBM","65%","SBS31","genome",NA
"GBM","70%","SBS31","genome",NA
"GBM","75%","SBS31","genome",NA
"GBM","80%","SBS31","genome",NA
"GBM","85%","SBS31","genome",NA
"GBM","90%","SBS31","genome",NA
"GBM","95%","SBS31","genome",NA
"GBM","5%","SBS31","exome",1.06
"GBM","10%","SBS31","exome",1.06
"GBM","15%","SBS31","exome",1.06
"GBM","20%","SBS31","exome",1.06
"GBM","25%","SBS31","exome",1.06
"GBM","30%","SBS31","exome",1.06
"GBM","35%","SBS31","exome",1.06
"GBM","40%","SBS31","exome",1.06
"GBM","45%","SBS31","exome",1.06
"GBM","50%","SBS31","exome",1.06
"GBM","55%","SBS31","exome",1.06
"GBM","60%","SBS31","exome",1.06
"GBM","65%","SBS31","exome",1.06
"GBM","70%","SBS31","exome",1.06
"GBM","75%","SBS31","exome",1.06
"GBM","80%","SBS31","exome",1.06
"GBM","85%","SBS31","exome",1.06
"GBM","90%","SBS31","exome",1.06
"GBM","95%","SBS31","exome",1.06
"GBM","5%","SBS32","genome",NA
"GBM","10%","SBS32","genome",NA
"GBM","15%","SBS32","genome",NA
"GBM","20%","SBS32","genome",NA
"GBM","25%","SBS32","genome",NA
"GBM","30%","SBS32","genome",NA
"GBM","35%","SBS32","genome",NA
"GBM","40%","SBS32","genome",NA
"GBM","45%","SBS32","genome",NA
"GBM","50%","SBS32","genome",NA
"GBM","55%","SBS32","genome",NA
"GBM","60%","SBS32","genome",NA
"GBM","65%","SBS32","genome",NA
"GBM","70%","SBS32","genome",NA
"GBM","75%","SBS32","genome",NA
"GBM","80%","SBS32","genome",NA
"GBM","85%","SBS32","genome",NA
"GBM","90%","SBS32","genome",NA
"GBM","95%","SBS32","genome",NA
"GBM","5%","SBS32","exome",NA
"GBM","10%","SBS32","exome",NA
"GBM","15%","SBS32","exome",NA
"GBM","20%","SBS32","exome",NA
"GBM","25%","SBS32","exome",NA
"GBM","30%","SBS32","exome",NA
"GBM","35%","SBS32","exome",NA
"GBM","40%","SBS32","exome",NA
"GBM","45%","SBS32","exome",NA
"GBM","50%","SBS32","exome",NA
"GBM","55%","SBS32","exome",NA
"GBM","60%","SBS32","exome",NA
"GBM","65%","SBS32","exome",NA
"GBM","70%","SBS32","exome",NA
"GBM","75%","SBS32","exome",NA
"GBM","80%","SBS32","exome",NA
"GBM","85%","SBS32","exome",NA
"GBM","90%","SBS32","exome",NA
"GBM","95%","SBS32","exome",NA
"GBM","5%","SBS33","genome",NA
"GBM","10%","SBS33","genome",NA
"GBM","15%","SBS33","genome",NA
"GBM","20%","SBS33","genome",NA
"GBM","25%","SBS33","genome",NA
"GBM","30%","SBS33","genome",NA
"GBM","35%","SBS33","genome",NA
"GBM","40%","SBS33","genome",NA
"GBM","45%","SBS33","genome",NA
"GBM","50%","SBS33","genome",NA
"GBM","55%","SBS33","genome",NA
"GBM","60%","SBS33","genome",NA
"GBM","65%","SBS33","genome",NA
"GBM","70%","SBS33","genome",NA
"GBM","75%","SBS33","genome",NA
"GBM","80%","SBS33","genome",NA
"GBM","85%","SBS33","genome",NA
"GBM","90%","SBS33","genome",NA
"GBM","95%","SBS33","genome",NA
"GBM","5%","SBS33","exome",NA
"GBM","10%","SBS33","exome",NA
"GBM","15%","SBS33","exome",NA
"GBM","20%","SBS33","exome",NA
"GBM","25%","SBS33","exome",NA
"GBM","30%","SBS33","exome",NA
"GBM","35%","SBS33","exome",NA
"GBM","40%","SBS33","exome",NA
"GBM","45%","SBS33","exome",NA
"GBM","50%","SBS33","exome",NA
"GBM","55%","SBS33","exome",NA
"GBM","60%","SBS33","exome",NA
"GBM","65%","SBS33","exome",NA
"GBM","70%","SBS33","exome",NA
"GBM","75%","SBS33","exome",NA
"GBM","80%","SBS33","exome",NA
"GBM","85%","SBS33","exome",NA
"GBM","90%","SBS33","exome",NA
"GBM","95%","SBS33","exome",NA
"GBM","5%","SBS34","genome",NA
"GBM","10%","SBS34","genome",NA
"GBM","15%","SBS34","genome",NA
"GBM","20%","SBS34","genome",NA
"GBM","25%","SBS34","genome",NA
"GBM","30%","SBS34","genome",NA
"GBM","35%","SBS34","genome",NA
"GBM","40%","SBS34","genome",NA
"GBM","45%","SBS34","genome",NA
"GBM","50%","SBS34","genome",NA
"GBM","55%","SBS34","genome",NA
"GBM","60%","SBS34","genome",NA
"GBM","65%","SBS34","genome",NA
"GBM","70%","SBS34","genome",NA
"GBM","75%","SBS34","genome",NA
"GBM","80%","SBS34","genome",NA
"GBM","85%","SBS34","genome",NA
"GBM","90%","SBS34","genome",NA
"GBM","95%","SBS34","genome",NA
"GBM","5%","SBS34","exome",NA
"GBM","10%","SBS34","exome",NA
"GBM","15%","SBS34","exome",NA
"GBM","20%","SBS34","exome",NA
"GBM","25%","SBS34","exome",NA
"GBM","30%","SBS34","exome",NA
"GBM","35%","SBS34","exome",NA
"GBM","40%","SBS34","exome",NA
"GBM","45%","SBS34","exome",NA
"GBM","50%","SBS34","exome",NA
"GBM","55%","SBS34","exome",NA
"GBM","60%","SBS34","exome",NA
"GBM","65%","SBS34","exome",NA
"GBM","70%","SBS34","exome",NA
"GBM","75%","SBS34","exome",NA
"GBM","80%","SBS34","exome",NA
"GBM","85%","SBS34","exome",NA
"GBM","90%","SBS34","exome",NA
"GBM","95%","SBS34","exome",NA
"GBM","5%","SBS35","genome",NA
"GBM","10%","SBS35","genome",NA
"GBM","15%","SBS35","genome",NA
"GBM","20%","SBS35","genome",NA
"GBM","25%","SBS35","genome",NA
"GBM","30%","SBS35","genome",NA
"GBM","35%","SBS35","genome",NA
"GBM","40%","SBS35","genome",NA
"GBM","45%","SBS35","genome",NA
"GBM","50%","SBS35","genome",NA
"GBM","55%","SBS35","genome",NA
"GBM","60%","SBS35","genome",NA
"GBM","65%","SBS35","genome",NA
"GBM","70%","SBS35","genome",NA
"GBM","75%","SBS35","genome",NA
"GBM","80%","SBS35","genome",NA
"GBM","85%","SBS35","genome",NA
"GBM","90%","SBS35","genome",NA
"GBM","95%","SBS35","genome",NA
"GBM","5%","SBS35","exome",NA
"GBM","10%","SBS35","exome",NA
"GBM","15%","SBS35","exome",NA
"GBM","20%","SBS35","exome",NA
"GBM","25%","SBS35","exome",NA
"GBM","30%","SBS35","exome",NA
"GBM","35%","SBS35","exome",NA
"GBM","40%","SBS35","exome",NA
"GBM","45%","SBS35","exome",NA
"GBM","50%","SBS35","exome",NA
"GBM","55%","SBS35","exome",NA
"GBM","60%","SBS35","exome",NA
"GBM","65%","SBS35","exome",NA
"GBM","70%","SBS35","exome",NA
"GBM","75%","SBS35","exome",NA
"GBM","80%","SBS35","exome",NA
"GBM","85%","SBS35","exome",NA
"GBM","90%","SBS35","exome",NA
"GBM","95%","SBS35","exome",NA
"GBM","5%","SBS36","genome",NA
"GBM","10%","SBS36","genome",NA
"GBM","15%","SBS36","genome",NA
"GBM","20%","SBS36","genome",NA
"GBM","25%","SBS36","genome",NA
"GBM","30%","SBS36","genome",NA
"GBM","35%","SBS36","genome",NA
"GBM","40%","SBS36","genome",NA
"GBM","45%","SBS36","genome",NA
"GBM","50%","SBS36","genome",NA
"GBM","55%","SBS36","genome",NA
"GBM","60%","SBS36","genome",NA
"GBM","65%","SBS36","genome",NA
"GBM","70%","SBS36","genome",NA
"GBM","75%","SBS36","genome",NA
"GBM","80%","SBS36","genome",NA
"GBM","85%","SBS36","genome",NA
"GBM","90%","SBS36","genome",NA
"GBM","95%","SBS36","genome",NA
"GBM","5%","SBS36","exome",NA
"GBM","10%","SBS36","exome",NA
"GBM","15%","SBS36","exome",NA
"GBM","20%","SBS36","exome",NA
"GBM","25%","SBS36","exome",NA
"GBM","30%","SBS36","exome",NA
"GBM","35%","SBS36","exome",NA
"GBM","40%","SBS36","exome",NA
"GBM","45%","SBS36","exome",NA
"GBM","50%","SBS36","exome",NA
"GBM","55%","SBS36","exome",NA
"GBM","60%","SBS36","exome",NA
"GBM","65%","SBS36","exome",NA
"GBM","70%","SBS36","exome",NA
"GBM","75%","SBS36","exome",NA
"GBM","80%","SBS36","exome",NA
"GBM","85%","SBS36","exome",NA
"GBM","90%","SBS36","exome",NA
"GBM","95%","SBS36","exome",NA
"GBM","5%","SBS37","genome",0.988
"GBM","10%","SBS37","genome",0.996
"GBM","15%","SBS37","genome",1.004
"GBM","20%","SBS37","genome",1.012
"GBM","25%","SBS37","genome",1.02
"GBM","30%","SBS37","genome",1.108
"GBM","35%","SBS37","genome",1.196
"GBM","40%","SBS37","genome",1.284
"GBM","45%","SBS37","genome",1.372
"GBM","50%","SBS37","genome",1.46
"GBM","55%","SBS37","genome",1.832
"GBM","60%","SBS37","genome",2.204
"GBM","65%","SBS37","genome",2.576
"GBM","70%","SBS37","genome",2.948
"GBM","75%","SBS37","genome",3.32
"GBM","80%","SBS37","genome",3.692
"GBM","85%","SBS37","genome",4.064
"GBM","90%","SBS37","genome",4.436
"GBM","95%","SBS37","genome",4.808
"GBM","5%","SBS37","exome",NA
"GBM","10%","SBS37","exome",NA
"GBM","15%","SBS37","exome",NA
"GBM","20%","SBS37","exome",NA
"GBM","25%","SBS37","exome",NA
"GBM","30%","SBS37","exome",NA
"GBM","35%","SBS37","exome",NA
"GBM","40%","SBS37","exome",NA
"GBM","45%","SBS37","exome",NA
"GBM","50%","SBS37","exome",NA
"GBM","55%","SBS37","exome",NA
"GBM","60%","SBS37","exome",NA
"GBM","65%","SBS37","exome",NA
"GBM","70%","SBS37","exome",NA
"GBM","75%","SBS37","exome",NA
"GBM","80%","SBS37","exome",NA
"GBM","85%","SBS37","exome",NA
"GBM","90%","SBS37","exome",NA
"GBM","95%","SBS37","exome",NA
"GBM","5%","SBS38","genome",NA
"GBM","10%","SBS38","genome",NA
"GBM","15%","SBS38","genome",NA
"GBM","20%","SBS38","genome",NA
"GBM","25%","SBS38","genome",NA
"GBM","30%","SBS38","genome",NA
"GBM","35%","SBS38","genome",NA
"GBM","40%","SBS38","genome",NA
"GBM","45%","SBS38","genome",NA
"GBM","50%","SBS38","genome",NA
"GBM","55%","SBS38","genome",NA
"GBM","60%","SBS38","genome",NA
"GBM","65%","SBS38","genome",NA
"GBM","70%","SBS38","genome",NA
"GBM","75%","SBS38","genome",NA
"GBM","80%","SBS38","genome",NA
"GBM","85%","SBS38","genome",NA
"GBM","90%","SBS38","genome",NA
"GBM","95%","SBS38","genome",NA
"GBM","5%","SBS38","exome",NA
"GBM","10%","SBS38","exome",NA
"GBM","15%","SBS38","exome",NA
"GBM","20%","SBS38","exome",NA
"GBM","25%","SBS38","exome",NA
"GBM","30%","SBS38","exome",NA
"GBM","35%","SBS38","exome",NA
"GBM","40%","SBS38","exome",NA
"GBM","45%","SBS38","exome",NA
"GBM","50%","SBS38","exome",NA
"GBM","55%","SBS38","exome",NA
"GBM","60%","SBS38","exome",NA
"GBM","65%","SBS38","exome",NA
"GBM","70%","SBS38","exome",NA
"GBM","75%","SBS38","exome",NA
"GBM","80%","SBS38","exome",NA
"GBM","85%","SBS38","exome",NA
"GBM","90%","SBS38","exome",NA
"GBM","95%","SBS38","exome",NA
"GBM","5%","SBS39","genome",NA
"GBM","10%","SBS39","genome",NA
"GBM","15%","SBS39","genome",NA
"GBM","20%","SBS39","genome",NA
"GBM","25%","SBS39","genome",NA
"GBM","30%","SBS39","genome",NA
"GBM","35%","SBS39","genome",NA
"GBM","40%","SBS39","genome",NA
"GBM","45%","SBS39","genome",NA
"GBM","50%","SBS39","genome",NA
"GBM","55%","SBS39","genome",NA
"GBM","60%","SBS39","genome",NA
"GBM","65%","SBS39","genome",NA
"GBM","70%","SBS39","genome",NA
"GBM","75%","SBS39","genome",NA
"GBM","80%","SBS39","genome",NA
"GBM","85%","SBS39","genome",NA
"GBM","90%","SBS39","genome",NA
"GBM","95%","SBS39","genome",NA
"GBM","5%","SBS39","exome",NA
"GBM","10%","SBS39","exome",NA
"GBM","15%","SBS39","exome",NA
"GBM","20%","SBS39","exome",NA
"GBM","25%","SBS39","exome",NA
"GBM","30%","SBS39","exome",NA
"GBM","35%","SBS39","exome",NA
"GBM","40%","SBS39","exome",NA
"GBM","45%","SBS39","exome",NA
"GBM","50%","SBS39","exome",NA
"GBM","55%","SBS39","exome",NA
"GBM","60%","SBS39","exome",NA
"GBM","65%","SBS39","exome",NA
"GBM","70%","SBS39","exome",NA
"GBM","75%","SBS39","exome",NA
"GBM","80%","SBS39","exome",NA
"GBM","85%","SBS39","exome",NA
"GBM","90%","SBS39","exome",NA
"GBM","95%","SBS39","exome",NA
"GBM","5%","SBS40","genome",4.956
"GBM","10%","SBS40","genome",5.396
"GBM","15%","SBS40","genome",5.708
"GBM","20%","SBS40","genome",6.312
"GBM","25%","SBS40","genome",6.92
"GBM","30%","SBS40","genome",10.58
"GBM","35%","SBS40","genome",18.888
"GBM","40%","SBS40","genome",25.476
"GBM","45%","SBS40","genome",33.432
"GBM","50%","SBS40","genome",41.54
"GBM","55%","SBS40","genome",48.092
"GBM","60%","SBS40","genome",61.0760000000001
"GBM","65%","SBS40","genome",65.652
"GBM","70%","SBS40","genome",70.96
"GBM","75%","SBS40","genome",74.84
"GBM","80%","SBS40","genome",83.476
"GBM","85%","SBS40","genome",84.576
"GBM","90%","SBS40","genome",90
"GBM","95%","SBS40","genome",112.524
"GBM","5%","SBS40","exome",0.348
"GBM","10%","SBS40","exome",0.432
"GBM","15%","SBS40","exome",0.46
"GBM","20%","SBS40","exome",0.472
"GBM","25%","SBS40","exome",0.54
"GBM","30%","SBS40","exome",0.568
"GBM","35%","SBS40","exome",0.616
"GBM","40%","SBS40","exome",0.66
"GBM","45%","SBS40","exome",0.66
"GBM","50%","SBS40","exome",0.7
"GBM","55%","SBS40","exome",0.72
"GBM","60%","SBS40","exome",0.74
"GBM","65%","SBS40","exome",0.78
"GBM","70%","SBS40","exome",0.872
"GBM","75%","SBS40","exome",0.88
"GBM","80%","SBS40","exome",0.948
"GBM","85%","SBS40","exome",1.028
"GBM","90%","SBS40","exome",1.188
"GBM","95%","SBS40","exome",1.448
"GBM","5%","SBS41","genome",NA
"GBM","10%","SBS41","genome",NA
"GBM","15%","SBS41","genome",NA
"GBM","20%","SBS41","genome",NA
"GBM","25%","SBS41","genome",NA
"GBM","30%","SBS41","genome",NA
"GBM","35%","SBS41","genome",NA
"GBM","40%","SBS41","genome",NA
"GBM","45%","SBS41","genome",NA
"GBM","50%","SBS41","genome",NA
"GBM","55%","SBS41","genome",NA
"GBM","60%","SBS41","genome",NA
"GBM","65%","SBS41","genome",NA
"GBM","70%","SBS41","genome",NA
"GBM","75%","SBS41","genome",NA
"GBM","80%","SBS41","genome",NA
"GBM","85%","SBS41","genome",NA
"GBM","90%","SBS41","genome",NA
"GBM","95%","SBS41","genome",NA
"GBM","5%","SBS41","exome",NA
"GBM","10%","SBS41","exome",NA
"GBM","15%","SBS41","exome",NA
"GBM","20%","SBS41","exome",NA
"GBM","25%","SBS41","exome",NA
"GBM","30%","SBS41","exome",NA
"GBM","35%","SBS41","exome",NA
"GBM","40%","SBS41","exome",NA
"GBM","45%","SBS41","exome",NA
"GBM","50%","SBS41","exome",NA
"GBM","55%","SBS41","exome",NA
"GBM","60%","SBS41","exome",NA
"GBM","65%","SBS41","exome",NA
"GBM","70%","SBS41","exome",NA
"GBM","75%","SBS41","exome",NA
"GBM","80%","SBS41","exome",NA
"GBM","85%","SBS41","exome",NA
"GBM","90%","SBS41","exome",NA
"GBM","95%","SBS41","exome",NA
"GBM","5%","SBS42","genome",NA
"GBM","10%","SBS42","genome",NA
"GBM","15%","SBS42","genome",NA
"GBM","20%","SBS42","genome",NA
"GBM","25%","SBS42","genome",NA
"GBM","30%","SBS42","genome",NA
"GBM","35%","SBS42","genome",NA
"GBM","40%","SBS42","genome",NA
"GBM","45%","SBS42","genome",NA
"GBM","50%","SBS42","genome",NA
"GBM","55%","SBS42","genome",NA
"GBM","60%","SBS42","genome",NA
"GBM","65%","SBS42","genome",NA
"GBM","70%","SBS42","genome",NA
"GBM","75%","SBS42","genome",NA
"GBM","80%","SBS42","genome",NA
"GBM","85%","SBS42","genome",NA
"GBM","90%","SBS42","genome",NA
"GBM","95%","SBS42","genome",NA
"GBM","5%","SBS42","exome",1.56
"GBM","10%","SBS42","exome",1.56
"GBM","15%","SBS42","exome",1.56
"GBM","20%","SBS42","exome",1.56
"GBM","25%","SBS42","exome",1.56
"GBM","30%","SBS42","exome",1.56
"GBM","35%","SBS42","exome",1.56
"GBM","40%","SBS42","exome",1.56
"GBM","45%","SBS42","exome",1.56
"GBM","50%","SBS42","exome",1.56
"GBM","55%","SBS42","exome",1.56
"GBM","60%","SBS42","exome",1.56
"GBM","65%","SBS42","exome",1.56
"GBM","70%","SBS42","exome",1.56
"GBM","75%","SBS42","exome",1.56
"GBM","80%","SBS42","exome",1.56
"GBM","85%","SBS42","exome",1.56
"GBM","90%","SBS42","exome",1.56
"GBM","95%","SBS42","exome",1.56
"GBM","5%","SBS44","genome",NA
"GBM","10%","SBS44","genome",NA
"GBM","15%","SBS44","genome",NA
"GBM","20%","SBS44","genome",NA
"GBM","25%","SBS44","genome",NA
"GBM","30%","SBS44","genome",NA
"GBM","35%","SBS44","genome",NA
"GBM","40%","SBS44","genome",NA
"GBM","45%","SBS44","genome",NA
"GBM","50%","SBS44","genome",NA
"GBM","55%","SBS44","genome",NA
"GBM","60%","SBS44","genome",NA
"GBM","65%","SBS44","genome",NA
"GBM","70%","SBS44","genome",NA
"GBM","75%","SBS44","genome",NA
"GBM","80%","SBS44","genome",NA
"GBM","85%","SBS44","genome",NA
"GBM","90%","SBS44","genome",NA
"GBM","95%","SBS44","genome",NA
"GBM","5%","SBS44","exome",NA
"GBM","10%","SBS44","exome",NA
"GBM","15%","SBS44","exome",NA
"GBM","20%","SBS44","exome",NA
"GBM","25%","SBS44","exome",NA
"GBM","30%","SBS44","exome",NA
"GBM","35%","SBS44","exome",NA
"GBM","40%","SBS44","exome",NA
"GBM","45%","SBS44","exome",NA
"GBM","50%","SBS44","exome",NA
"GBM","55%","SBS44","exome",NA
"GBM","60%","SBS44","exome",NA
"GBM","65%","SBS44","exome",NA
"GBM","70%","SBS44","exome",NA
"GBM","75%","SBS44","exome",NA
"GBM","80%","SBS44","exome",NA
"GBM","85%","SBS44","exome",NA
"GBM","90%","SBS44","exome",NA
"GBM","95%","SBS44","exome",NA
"COAD","5%","SBS1","genome",1.508
"COAD","10%","SBS1","genome",18.402
"COAD","15%","SBS1","genome",32.271
"COAD","20%","SBS1","genome",35.104
"COAD","25%","SBS1","genome",40.64
"COAD","30%","SBS1","genome",43.47
"COAD","35%","SBS1","genome",45.256
"COAD","40%","SBS1","genome",46.652
"COAD","45%","SBS1","genome",49.388
"COAD","50%","SBS1","genome",51.22
"COAD","55%","SBS1","genome",54.701
"COAD","60%","SBS1","genome",59.168
"COAD","65%","SBS1","genome",66.03
"COAD","70%","SBS1","genome",68.914
"COAD","75%","SBS1","genome",73.99
"COAD","80%","SBS1","genome",78.704
"COAD","85%","SBS1","genome",124.905
"COAD","90%","SBS1","genome",248.47
"COAD","95%","SBS1","genome",442.308000000001
"COAD","5%","SBS1","exome",0.56
"COAD","10%","SBS1","exome",0.74
"COAD","15%","SBS1","exome",0.8
"COAD","20%","SBS1","exome",0.9
"COAD","25%","SBS1","exome",0.96
"COAD","30%","SBS1","exome",1.04
"COAD","35%","SBS1","exome",1.1
"COAD","40%","SBS1","exome",1.16
"COAD","45%","SBS1","exome",1.24
"COAD","50%","SBS1","exome",1.32
"COAD","55%","SBS1","exome",1.383
"COAD","60%","SBS1","exome",1.48
"COAD","65%","SBS1","exome",1.62
"COAD","70%","SBS1","exome",1.84
"COAD","75%","SBS1","exome",2.095
"COAD","80%","SBS1","exome",2.956
"COAD","85%","SBS1","exome",5.48
"COAD","90%","SBS1","exome",8.616
"COAD","95%","SBS1","exome",12.421
"COAD","5%","SBS2","genome",NA
"COAD","10%","SBS2","genome",NA
"COAD","15%","SBS2","genome",NA
"COAD","20%","SBS2","genome",NA
"COAD","25%","SBS2","genome",NA
"COAD","30%","SBS2","genome",NA
"COAD","35%","SBS2","genome",NA
"COAD","40%","SBS2","genome",NA
"COAD","45%","SBS2","genome",NA
"COAD","50%","SBS2","genome",NA
"COAD","55%","SBS2","genome",NA
"COAD","60%","SBS2","genome",NA
"COAD","65%","SBS2","genome",NA
"COAD","70%","SBS2","genome",NA
"COAD","75%","SBS2","genome",NA
"COAD","80%","SBS2","genome",NA
"COAD","85%","SBS2","genome",NA
"COAD","90%","SBS2","genome",NA
"COAD","95%","SBS2","genome",NA
"COAD","5%","SBS2","exome",0.2
"COAD","10%","SBS2","exome",0.2
"COAD","15%","SBS2","exome",0.217
"COAD","20%","SBS2","exome",0.22
"COAD","25%","SBS2","exome",0.22
"COAD","30%","SBS2","exome",0.234
"COAD","35%","SBS2","exome",0.24
"COAD","40%","SBS2","exome",0.264
"COAD","45%","SBS2","exome",0.28
"COAD","50%","SBS2","exome",0.29
"COAD","55%","SBS2","exome",0.3
"COAD","60%","SBS2","exome",0.308
"COAD","65%","SBS2","exome",0.32
"COAD","70%","SBS2","exome",0.326
"COAD","75%","SBS2","exome",0.41
"COAD","80%","SBS2","exome",0.624
"COAD","85%","SBS2","exome",0.658
"COAD","90%","SBS2","exome",0.828000000000001
"COAD","95%","SBS2","exome",1.467
"COAD","5%","SBS3","genome",NA
"COAD","10%","SBS3","genome",NA
"COAD","15%","SBS3","genome",NA
"COAD","20%","SBS3","genome",NA
"COAD","25%","SBS3","genome",NA
"COAD","30%","SBS3","genome",NA
"COAD","35%","SBS3","genome",NA
"COAD","40%","SBS3","genome",NA
"COAD","45%","SBS3","genome",NA
"COAD","50%","SBS3","genome",NA
"COAD","55%","SBS3","genome",NA
"COAD","60%","SBS3","genome",NA
"COAD","65%","SBS3","genome",NA
"COAD","70%","SBS3","genome",NA
"COAD","75%","SBS3","genome",NA
"COAD","80%","SBS3","genome",NA
"COAD","85%","SBS3","genome",NA
"COAD","90%","SBS3","genome",NA
"COAD","95%","SBS3","genome",NA
"COAD","5%","SBS3","exome",0.64
"COAD","10%","SBS3","exome",0.7
"COAD","15%","SBS3","exome",0.76
"COAD","20%","SBS3","exome",0.82
"COAD","25%","SBS3","exome",0.88
"COAD","30%","SBS3","exome",1.016
"COAD","35%","SBS3","exome",1.152
"COAD","40%","SBS3","exome",1.288
